Post ID,Post creation date,Post message,Post type,Post impressions,Post organic reach,% of reach from paid,% of reach from organic,Post reach,Shares on posts,Total post reactions,Post photo views,Video views,Comments on posts,Shares on shares,Organic video views,Post link clicks,RowHash
108778868994125_122186904476027157,2024-07-26,"Do you ever look at your friends who are in healthy relationships with their family together and feel sad that your children don’t have that?

I suffered with this for years!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #mumanxiety #mumguilt #mumguiltisreal",photo,50,50,0,100,50,0,1,0,0,0,0,0,0,0c5d2a0859ffc767574b31d55aa86caaa349a60394974452a99f1c0b979b51cc
108778868994125_122186000876027157,2024-07-21,"Reminder:
No matter what your marital status is, a loving, present parent is what your children really need to thrive!

From one separated mum to another, you’ve got this 💖💪

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #reminder #status #parent #children #mum",photo,39,39,0,100,39,0,0,0,0,0,0,0,0,c1257dcb31fa06823b4fa2b3d790a9b74e43ef1a498085cc38137eafc5eadbc1
108778868994125_122185891262027157,2024-07-20,"Divorce taught me that nothing in life is guaranteed. Your life can really change overnight.

But your greatest pain can also be your greatest teacher. It taught me to appreciate the little moments of joy because they are really the big moments.

Your children will see the pain you’re in turn in to learning and growth, and this will also be their learning and growth.

You’ve got this!

 #mumanxiety #mumguilt #mumguiltisreal #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",multi_share,36,36,0,100,36,0,0,0,0,0,0,0,0,02c7d6bd900742abc83d4b69b6e92340c8a588cb44d776b03b61f7a210ce43b8
108778868994125_122185697654027157,2024-07-19,"Let your divorce be something that eventually transforms you, and in turn transforms your children. 

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorce #children #transform #besomething",photo,43,43,0,100,43,0,1,0,0,0,0,0,0,fe2e87fbb4bde794da6055d95b14abe2c405ccb903e8b9d3c65d67dfa90fbfaa
108778868994125_122184993800027157,2024-07-15,"When I divorced I constantly worried about how it was going to affect my kids, the guilt, pain and anxiety can feel relentless.

From one separated mum to another, you’ve got this 💖💪

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #pain #kids #divorce",photo,53,53,0,100,53,0,0,0,0,0,0,0,0,b12c3294aba2d3c1dfe237b2a306229f89cc6ca35d9a27ea9079da2313aeae54
108778868994125_122184598604027157,2024-07-13,"Tears ran down my face as I dropped my son off to his dad, leaving as he cried... 
There has to be another way than this I felt... 
As a therapist, I worked hard to find that other way, a way that helped my son be happy and feel secure...
And now I have cracked it for my son, I want to share what I did with you...
Comment 'Guide' and I will DM you a link to my step-by-step guide.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",multi_share,39,39,0,100,39,0,0,0,0,0,0,0,0,dcd61ba5f5e0fe66445c7a05e01099e38418349d6651336cc0762e4ec5392389
108778868994125_122184086222027157,2024-07-10,"""Picture this: Your child in 20 years time, happy, secure and thriving, all because of how you supported them through your divorce.

You've got this, mama!""

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",photo,52,51,0,100,51,0,0,0,0,0,0,0,0,59a939df5826083511c71cf8088064e34f18fd7caabebdaf19d9a113a0bdd1f7
108778868994125_122183697596027157,2024-07-08,"My kids left for their Dad's house today.
If you feel that deep sadness when your kids leave, I am right there with you.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,63,62,0,100,62,0,2,0,0,0,0,0,0,5e9d7654a3be7b00ef33c48549a7cbaa550754f8c1b0a0a851a72ae87f1e86e9
108778868994125_122183493320027157,2024-07-07,"When I was a kid and my parents got divorced, I witnessed my Mum transformed... She became dedicated to self-care, self-development and healing herself... I watched her get a job, find herself, meet her own needs and thrive as a parent and human... There were definitely hard times, lots of tears and I was hurting over my parents divorce ... But one of the best gifts my parents divorce gave me, was seeing my mum thrive into the person she is today, and teach me about self-care, self-love, boundaries and what healthy relationship looks like. To all of the separated Mum's out there, remember that your strength and the lessons you teach your children through your divorce, can far outweigh the negatives! Keep going! You've got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",album,88,85,0,100,85,0,1,3,0,0,0,0,0,00ada4cef4ad34ecc1ae437808263dbc96fd785ee9e28395d42e0b7cde364f78
108778868994125_122183274302027157,2024-07-06,"Here's a story about how I helped my kids thrive through divorce...
I focused on what I can control...
I surrounded myself with people who could support me...
And I made a step-by-step guide of what my kids needed to feel secure, BUT...
You don't have to make this guide, because I want to share mine with you, I am a therapist and it brought so much security to my kids lives...
Comment 'Guide' and I will DM you a link.

#divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce",album,39,39,0,100,39,0,0,0,0,0,0,0,0,a92961c7dc1cb57b33c9d99e5ce16f9a20804b4342724f9878b387090b119ae6
108778868994125_122183140370027157,2024-07-05,"Let your divorce be something that eventually transforms you, and in turn transforms your children. 

#divorcecommunity #lifeafterdivorce #divorcedparents #divorcedmum #divorcedmom #divorce",photo,47,47,0,100,47,0,1,0,0,0,0,0,0,cf3497204218ccfeb16c8f30a089621b5e87e83d1010da662e8a9147f1ab0b09
108778868994125_122182622096027157,2024-07-03,"Mums see their child's difficulty surrounding their divorce as a reflection on themselves.
It speaks to their inner belief of: ‘I am not enough

#mumanxiety #mumguilt #mumguiltisreal",photo,48,48,0,100,48,0,0,0,0,0,0,0,0,85f8d83c37952528f88443a15fdc69dae278bffda8352b527524de5247fd19c3
108778868994125_122182438202027157,2024-07-02,"Do you ever look at your friends who are in healthy relationships with their family together and feel sad that your children don’t have that?

I suffered with this for years!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #mumanxiety #mumguilt #mumguiltisreal",photo,49,48,0,100,48,0,0,0,0,0,0,0,0,002405bd1975e05c6665a38a333ee6a72e3e86ace3f129be3402aca9902a4c56
108778868994125_122182070048027157,2024-06-30,"Co-parent living rent free in your head?...
I know the emotional toll this takes and how draining it is...
The only way to take back control is to focus on the things you can control...
You've got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",multi_share,35,34,0,100,34,0,0,0,0,0,0,0,0,ccebb4f57e14abbed953b450d650d69befde73d3bd346ccce2fb25608042d8de
108778868994125_122181915920027157,2024-06-29,"It can be really hard when our kids start to talk about our divorce to their friends...
It means other parents might know about our divorce before we are ready...
This can bring up huge feelings of not being a good enough mum, shame and failure...
If you are in this camp, I have been there...
It gets easier and this is not your story, it is just part of your story.
You've got this!

#mumanxiety #mumguilt #mumguiltisreal",album,70,69,0,100,69,0,0,5,0,0,0,0,0,a23ca68a1b94b09ef638e8567dece4a43c29ad3045b367b3ffddd714da1719be
108778868994125_122181564704027157,2024-06-27,"Comment ‘CLASS’ below and I will DM you an exclusive link to sign up FREE for the live masterclass :point_down:

 #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents",photo,37,36,0,100,36,0,0,0,0,0,0,0,0,dea103f56170e9dad410b4ae80d57c432eda908b8cc70e2ec8cde24c01e332fa
108778868994125_122181519320027157,2024-06-27,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass 👇

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",multi_share,37,36,0,100,36,0,0,0,0,0,0,0,0,9f15ed2fbe9ea2986dba012c854767893be6325aaadf56fd19738e4b4add70bc
108778868994125_122181362468027157,2024-06-26,"Comment 'Class' below and I will DM you an exclusive link to sign up FREE for the live masterclass, including a Q&A session! 👇

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",multi_share,62,61,0,100,61,0,0,0,0,0,0,0,0,8879fa899d198d287c1f63e6187687add5447cd374d4ace80221677182609dc2
108778868994125_122181101300027157,2024-06-25,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass 👇

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",multi_share,69,68,0,100,68,0,0,0,0,0,0,0,0,f8b1e61b2cf736ea29ab2fe0471d44708a8d7899225ad29742bd9e97e516f306
108778868994125_122180914532027157,2024-06-24,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass 👇

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",video_inline,674,643,0,100,643,0,2,0,464,3,0,464,0,9801f35883516e706721e22d7077be2fc5043e1377ecc219bb4befce4a304fb2
108778868994125_122180567462027157,2024-06-22,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass 👇

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",multi_share,68,67,0,100,67,0,0,0,0,0,0,0,0,04aaa2f0737df2afba2e824f9a562d8441105934fc51d061d46f5afa0492bf3a
108778868994125_122180447246027157,2024-06-21,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass 👇

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",album,74,73,0,100,73,0,0,1,0,0,0,0,0,09eed8ced58b4479585ee5261c8d20b1e2fc73aa0a3476b721ffec4f1e2789f8
108778868994125_122180405588027157,2024-06-21,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass 👇

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",album,78,77,0,100,77,0,0,2,0,0,0,0,0,83bfb32dc1858060163bacc2d773153317053f041e96c8da4ed399b00f9036f3
108778868994125_122180276558027157,2024-06-20,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass 👇

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #singleparents #divorcewithkids #separationwithkids #coparenting #supportingchildrenthroughdivorce #childcentereddivorce #parentinganddivorce #parentingduringdivorce #parentingguide #singleparenting",multi_share,59,58,0,100,58,0,0,0,0,0,0,0,0,9ba13c37d9c5315dfa6fd96c33a34bce78a80299aa68384a6f1a51af3cfae0ae
108778868994125_122180234666027157,2024-06-20,"Comment 'CLASS' below and I will DM you an exclusive link to sign up FREE for the live masterclass session/masterclass 👇

This is what I will cover in the masterclass...
> How Exactly to Ensure Your Child Thrives During & After Your Divorce (Through a Framework That Really Works, is Easy to Understand and Based on Scientific Research)

> Easy to Use Tools for Ensuring Your Child Feels Happy and Secure Throughout the Difficulties of Divorce (Based on The Psychology of Child Brain Development)

> How to Step into Being The Empowered Mum That Your Children Need You to Be and You Deserve to Feel 

#singlemum #singlemums #singlemumsuk #singlemumuk #singlemumlife #solomum #solomums #singlemomlife #singlemoms #singlemother #coparent #coparenting #singleparents #singleparent #singleparenting #divorce #divorced #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",multi_share,55,55,0,100,55,0,0,0,0,0,0,0,0,1cc2a5a9d085d8fff5aa35163bdf7bbc1d40007e5d73591c1a0c8c6478beca3b
